Baslik,Bellek,Disk.HDD,Disk.SSD,Ekran Boyutu,Fiyat,Foto,Islemci,Isletim Sistemi,Link,Marka,Model,Puan,Site
"MSI Katana GF76 11UC-638TR İntel Core i7 11800H 16GB 512GB SSD RTX3050 17.3"" FHD Windows 11 Home Taşınabilir Bilgisayar ",16 GB,Yok,512 GB,"17,3 inç",25.599,https://productimages.hepsiburada.net/s/222/550/110000201663228.jpg,Intel Core i7 11800H,Windows 11 Home,https://www.hepsiburada.com/msi-katana-gf76-11uc-638tr-intel-core-i7-11800h-16gb-512gb-ssd-rtx3050-17-3-fhd-windows-11-home-tasinabilir-bilgisayar-p-HBCV00002928J3,MSI,KATANA GF76 11UC-638TR,0,Hepsiburada
"Lenovo V17 82NX00F5TX i5-1135G7 8GB 1TB+256SSD 17.3"" HD+ FreeDOS Taşınabilir Bilgisayar ",8 GB,Yok,256 GB,"17,3 inç",12.014,https://productimages.hepsiburada.net/s/198/550/110000168548409.jpg,Intel Core i5 1135G7,FreeDos,https://www.hepsiburada.com/lenovo-v17-82nx00f5tx-i5-1135g7-8gb-1tb-256ssd-17-3-hd-freedos-tasinabilir-bilgisayar-p-HBCV00001X64IX,Lenovo,V17 82NX00F5TX ,"4,5",Hepsiburada
Asus X543MA-GQ1244 Intel Celeron N4020 4GB 256GB SSD Freedos 15.6'' Taşınabilir Bilgisayar ,4 GB,Yok,256 GB,"15,6 inç",4.939,https://productimages.hepsiburada.net/s/57/550/11295101485106.jpg,Intel Celeron N4020,FreeDos,https://www.hepsiburada.com/asus-x543ma-gq1244-intel-celeron-n4020-4gb-256gb-ssd-freedos-15-6-tasinabilir-bilgisayar-p-HBV00001BKXN1,Asus,X543MA-GQ1244,"4,2",Hepsiburada
"HP 15-DA2033NT Intel Core i5 10210U 4GB 256GB SSD Windows 10 Home 15.6"" Taşınabilir Bilgisayar 9HN16EA ",4 GB,Belirtilmemiş,256 GB,"15,6 inç",9.916,https://productimages.hepsiburada.net/s/188/550/110000153344257.jpg,Intel Core i5 10210U,Windows 10 Home,https://www.hepsiburada.com/hp-15-da2033nt-intel-core-i5-10210u-4gb-256gb-ssd-windows-10-home-15-6-tasinabilir-bilgisayar-9hn16ea-p-HBV0000138K0W,HP,15-DA2033NT,"4,6",Hepsiburada
"Acer Nitro 5 AN515-45 Amd Ryzen 5 5600H 16 GB 512 GB SSD Rtx 3050TI Freedos 15.6"" Fhd 144 Hz Taşınabilir Bilgisayar NH.QBBEY.003 ",16 GB,Yok,512 GB,"15,6 inç",18.899,https://productimages.hepsiburada.net/s/264/550/110000248531318.jpg,AMD Ryzen 5 5600H,FreeDos,https://www.hepsiburada.com/acer-nitro-5-an515-45-amd-ryzen-5-5600h-16-gb-512-gb-ssd-rtx-3050ti-freedos-15-6-fhd-144-hz-tasinabilir-bilgisayar-nh-qbbey-003-p-HBCV00002QBQ8G,Acer,NITRO 5 AN515-45,"4,3",Hepsiburada
Asus D515DA-BR3169 Amd Ryzen 3 3250U 8gb 256GB SSD 15.6” Freedos Taşınabilir Bilgisayar ,8 GB,Belirtilmemiş,256 GB,"15,6 inç",7.149,https://productimages.hepsiburada.net/s/257/550/110000240481105.jpg,AMD Ryzen 3 3250U,FreeDos,https://www.hepsiburada.com/asus-d515da-br3169-amd-ryzen-3-3250u-8gb-256gb-ssd-15-6-freedos-tasinabilir-bilgisayar-p-HBCV00002NEQGY,Asus,D515DA-BR3169,"4,9",Hepsiburada
"Asus VivoBook K3400PH-KM018 Intel Core i5 11300H 16GB RAM 512GB SSD GTX1650 FreeDos 14"" OLED Taşınabilir Bilgisayar ",16 GB,512 GB,512 GB,14 inç,17.999,https://productimages.hepsiburada.net/s/149/550/110000103966302.jpg,Intel Core i5 11300H,FreeDos,https://www.hepsiburada.com/asus-vivobook-k3400ph-km018-intel-core-i5-11300h-16gb-ram-512gb-ssd-gtx1650-freedos-14-oled-tasinabilir-bilgisayar-p-HBCV000012VZYG,Asus,VIVOBOOK K3400PH-KM018,"4,6",Hepsiburada
"Lenovo Thinkbook 15 G3 Acl Amd Ryzen 7 5700U 8 GB 512 GB SSD Freedos 15.6"" FHD Taşınabilir Bilgisayar 21A40037TX ",8 GB,Yok,512 GB,"15,6 inç",12.499,https://productimages.hepsiburada.net/s/175/550/110000139020948.jpg,AMD Ryzen 7 5700U,FreeDos,https://www.hepsiburada.com/lenovo-thinkbook-15-g3-acl-amd-ryzen-7-5700u-8-gb-512-gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-21a40037tx-p-HBCV00001FQHVW,Lenovo,THINKBOOK 15 G3 ACL,"4,7",Hepsiburada
"Lenovo V15 G2 ALC Amd Ryzen 3 5300U 8GB 256GB SSD 15.6"" Freedos Fhd Taşınabilir Bilgisayar 82KD0041TX ",8 GB,Yok,256 GB,"15,6 inç",7.871,https://productimages.hepsiburada.net/s/282/550/110000270664930.jpg,AMD Ryzen 3 5300U,FreeDos,https://www.hepsiburada.com/lenovo-v15-g2-alc-amd-ryzen-3-5300u-8gb-256gb-ssd-15-6-freedos-fhd-tasinabilir-bilgisayar-82kd0041tx-p-HBCV00002WUG5N,Lenovo,V15 G2 ALC,"5,0",Hepsiburada
"Acer Aspire 3 A315-23 AMD Ryzen 5 3500U 8GB 256GB SSD Linux 15.6"" FHD Taşınabilir Bilgisayar NX.HVTEY.00B ",8 GB,Yok,256 GB,"15,6 inç",7.89,https://productimages.hepsiburada.net/s/261/550/110000244605089.jpg,AMD Ryzen 5 3500U,Linux,https://www.hepsiburada.com/acer-aspire-3-a315-23-amd-ryzen-5-3500u-8gb-256gb-ssd-linux-15-6-fhd-tasinabilir-bilgisayar-nx-hvtey-00b-p-HBV000019OVLQ,Acer,ASPIRE 3 A315-23,"4,3",Hepsiburada
"Dell Gaming G15 5511 Intel Core i7 11800H 16GB 512GB SSD RTX3050Ti Ubuntu 15.6"" FHD Taşınabilir Bilgisayar FB1180F165N ",16 GB,Yok,512 GB,"15,6 inç",21.999,https://productimages.hepsiburada.net/s/207/550/110000183442450.jpg,Intel Core i7 11800H,Ubuntu,https://www.hepsiburada.com/dell-gaming-g15-5511-intel-core-i7-11800h-16gb-512gb-ssd-rtx3050ti-ubuntu-15-6-fhd-tasinabilir-bilgisayar-fb1180f165n-p-HBCV000014RUXF,Dell,GAMING G15 5511,"4,9",Hepsiburada
Lenovo Ideapad 3 Intel Core I3-1115G4 4gb 256GB 15.6 Fhd Wındows 11 Home Taşınabilir BİLGİSAYAR-82H80253TX ,4 GB,Yok,256 GB,"15,6 inç",7.999,https://productimages.hepsiburada.net/s/229/550/110000210964433.jpg,Intel Core i3 1115G4,Windows 11 Home,https://www.hepsiburada.com/lenovo-ideapad-3-intel-core-i3-1115g4-4gb-256gb-15-6-fhd-windows-11-home-tasinabilir-bilgisayar-82h80253tx-p-HBCV00002CQCI8,Lenovo,IDEAPAD 3,"4,8",Hepsiburada
"Hp 15-DW4010NTA37 Intel Core I5 1235U 16GB 512GB SSD Windows 11 Pro 15.6"" Fhd Taşınabilir Bilgisayar 6Y7Z9EAA37 ",16 GB,Yok,512 GB,"15,6 inç",14.26,https://productimages.hepsiburada.net/s/285/550/110000274383746.jpg,Intel Core i5 1235U,Windows 11 Pro,https://www.hepsiburada.com/hp-15-dw4010nta37-intel-core-i5-1235u-16gb-512gb-ssd-windows-11-pro-15-6-fhd-tasinabilir-bilgisayar-6y7z9eaa37-p-HBCV00002XX06Q,HP,15-DW4010NTA37,"5,0",Hepsiburada
"Dell Vostro 3510 Intel Core i7 1165G7 16GB 512GB SSD Windows 10 Pro 15.6"" FHD Taşınabilir Bilgisayar FB1165F1612NW5 ",16 GB,Yok,512 GB,"15,6 inç",17.549,https://productimages.hepsiburada.net/s/131/550/110000082828875.jpg,Intel Core i7 1165G7,Windows 10 Pro,https://www.hepsiburada.com/dell-vostro-3510-intel-core-i7-1165g7-16gb-512gb-ssd-windows-10-pro-15-6-fhd-tasinabilir-bilgisayar-fb1165f1612nw5-p-HBCV00000UPQGK,Dell,VOSTRO 3510,"4,6",Hepsiburada
Hp 255 G9 6Q8N2ES AMD Ryzen 5-5625U 8gb 512SSD 15.6 Freedos Taşınabilir Bilgisayar ,8 GB,Yok,512 GB,"15,6 inç",9.766,https://productimages.hepsiburada.net/s/284/550/110000271656270.jpg,AMD Ryzen 5 5625U,FreeDos,https://www.hepsiburada.com/hp-255-g9-6q8n2es-amd-ryzen-5-5625u-8gb-512ssd-15-6-freedos-tasinabilir-bilgisayar-p-HBCV00002X2SJF,HP,255 G9 6Q8N2ES,"5,0",Hepsiburada
"MSI Katana GF76 11UC-058XTR Intel Core i7 11800H 16GB 1TB SSD RTX3050 Freedos 17.3"" FHD Taşınabilir Bilgisayar ",16 GB,Yok,1 TB,"17,3 inç",26.999,https://productimages.hepsiburada.net/s/89/550/110000032019872.jpg,Intel Core i7 11800H,FreeDos,https://www.hepsiburada.com/msi-katana-gf76-11uc-058xtr-intel-core-i7-11800h-16gb-1tb-ssd-rtx3050-freedos-17-3-fhd-tasinabilir-bilgisayar-p-HBCV00000BECRA,MSI,KATANA GF76 11UC-058XTR,"4,5",Hepsiburada
"Apple MacBook Air M1 Çip 8GB 512GB SSD macOS 13"" QHD Taşınabilir Bilgisayar Gümüş MGNA3TU/A ",8 GB,Yok,512 GB,13 inç,22.998,https://images.hepsiburada.net/banners/0/macbookunugetiryenisinegecproduct_20211216165830_20211216165830.png,Apple M1 Apple M1,MacOs,https://www.hepsiburada.com/apple-macbook-air-m1-cip-8gb-512gb-ssd-macos-13-qhd-tasinabilir-bilgisayar-gumus-mgna3tu-a-p-HBV0000130VO5,Apple,MACBOOK AIR,"4,9",Hepsiburada
"Apple MacBook M1 Pro Çip 16GB 512GB SSD macOS 14"" QHD Taşınabilir Bilgisayar Gümüş MKGR3TU/A ",16 GB,Yok,512 GB,14 inç,39.499,https://images.hepsiburada.net/banners/0/macbookunugetiryenisinegecproduct_20211216165830_20211216165830.png,Apple M1 Pro Çip Apple M1 Pro Çip,MacOs,https://www.hepsiburada.com/apple-macbook-m1-pro-cip-16gb-512gb-ssd-macos-14-qhd-tasinabilir-bilgisayar-gumus-mkgr3tu-a-p-HBCV00000U6XEP,Apple,MACBOOK,"4,8",Hepsiburada
Casper Excalibur G770.1265-DVJ0X-B Intel Core i7-12650H 32GB RAM 500GB NVME SSD 4GB RTX3050 Freedos Taşınabilir Bilgisayar ,32 GB,Yok,500 GB,"15,6 inç",22.499,https://productimages.hepsiburada.net/s/235/550/110000217482687.jpg,Intel Core i7 12650H,FreeDos,https://www.hepsiburada.com/casper-excalibur-g770-1265-dvj0x-b-intel-core-i7-12650h-32gb-ram-500gb-nvme-ssd-4gb-rtx3050-freedos-tasinabilir-bilgisayar-p-HBCV00002FETZ5,Casper,EXCALIBUR G770.1265-DVJ0X-B,"5,0",Hepsiburada
"Lenovo Ideapad 5 Intel Core i3 1115G4 4GB 256GB SSD 14"" FHD Windows 11 Home Taşınabilir Bilgisayar 82FE00LCTX ",4 GB,Belirtilmemiş,256 GB,14 inç,7.697,https://productimages.hepsiburada.net/s/194/550/110000162693087.jpg,Intel Core i3 1115G4,Windows 11 Home,https://www.hepsiburada.com/lenovo-ideapad-5-intel-core-i3-1115g4-4gb-256gb-ssd-14-fhd-windows-11-home-tasinabilir-bilgisayar-82fe00lctx-p-HBCV00001VDT2P,Lenovo,IDEAPAD 5,"4,3",Hepsiburada
"Lenovo Ideapad 3 Intel Core i3 1115G4 8GB 256GB SSD Freedos 15.6"" FHD Taşınabilir Bilgisayar 82H802F4TX ",8 GB,Yok,256 GB,"15,6 inç",8.999,https://productimages.hepsiburada.net/s/282/550/110000270464908.jpg,Intel Core i3 1115G4,FreeDos,https://www.hepsiburada.com/lenovo-ideapad-3-intel-core-i3-1115g4-8gb-256gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82h802f4tx-p-HBCV00002WPFDA,Lenovo,IDEAPAD 3,"5,0",Hepsiburada
Monster Abra A5 V18.2.6 Intel Core I7 11800H 8GB 500GB SSD RTX 3050TI Freedos 15.6'' FHD İngilizce Klavye Taşınabilir Bilgisayar ,8 GB,Yok,500 GB,"15,6 inç",20.432,https://productimages.hepsiburada.net/s/229/550/110000211190638.jpg,Intel Core i7 11800H,FreeDos,https://www.hepsiburada.com/monster-abra-a5-v18-2-6-intel-core-i7-11800h-8gb-500gb-ssd-rtx-3050ti-freedos-15-6-fhd-ingilizce-klavye-tasinabilir-bilgisayar-p-HBCV00002CTFJB,Monster,ABRA A5 V18.2.6,0,Hepsiburada
"HP 15-DW4010NT Intel Core i5 1235U 8GB 512GB SSD Freedos 15.6"" Taşınabilir Bilgisayar 6Y7Z9EA ",8 GB,Yok,512 GB,"15,6 inç",12.609,https://productimages.hepsiburada.net/s/280/550/110000266972107.jpg,Intel Core i5 1235U,FreeDos,https://www.hepsiburada.com/hp-15-dw4010nt-intel-core-i5-1235u-8gb-512gb-ssd-freedos-15-6-tasinabilir-bilgisayar-6y7z9ea-p-HBCV00002VUPYB,HP,15-DW4010NT,"4,4",Hepsiburada
"Lenovo Yoga 7 EVO Intel Core i7 1165G7 16GB 512GB SSD Windows 11 Home 15.6"" FHD İkisi Bir Arada Bilgisayar 82BJ00DMTX ",16 GB,Yok,512 GB,"15,6 inç",24.999,https://productimages.hepsiburada.net/s/286/550/110000275338848.jpg,Intel Core i7 1165G7,Windows 11 Home,https://www.hepsiburada.com/lenovo-yoga-7-evo-intel-core-i7-1165g7-16gb-512gb-ssd-windows-11-home-15-6-fhd-ikisi-bir-arada-bilgisayar-82bj00dmtx-p-HBCV000021REFR,Lenovo,YOGA 7 EVO,"5,0",Hepsiburada
Casper Excalibur G770.1245-BFJ0X-B Intel Core i5-12450H 16GB RAM 1TB SSD 4GB RTX3050 Freedos Taşınabilir Bilgisayar ,16 GB,Yok,1 TB,"15,6 inç",18.999,https://productimages.hepsiburada.net/s/266/550/110000251065365.jpg,Intel Core i5 12450H,FreeDos,https://www.hepsiburada.com/casper-excalibur-g770-1245-bfj0x-b-intel-core-i5-12450h-16gb-ram-1tb-ssd-4gb-rtx3050-freedos-tasinabilir-bilgisayar-p-HBCV00002R2PMT,Casper,EXCALIBUR G770.1245-BFJ0X-B,"5,0",Hepsiburada
"Asus ROG Strix G713QR-K4178 AMD Ryzen 7 5800H 16GB 1TB SSD RTX3070 Freedos 17.3"" Taşınabilir Bilgisayar ",16 GB,Yok,1 TB,"17,3 inç",38.499,https://productimages.hepsiburada.net/s/221/550/110000201101915.jpg,AMD Ryzen 7 5800H,FreeDos,https://www.hepsiburada.com/asus-rog-strix-g713qr-k4178-amd-ryzen-7-5800h-16gb-1tb-ssd-rtx3070-freedos-17-3-tasinabilir-bilgisayar-p-HBCV000028VLR0,Asus,ROG STRIX G713QR-K4178,"4,5",Hepsiburada
"Hometech Alfa 470C Intel Celeron N4020 4GB 128GB SSD Windows 10 Home 14.1"" HD Taşınabilir Bilgisayar ",4 GB,Yok,128 GB,"14,1 inç",3.699,https://productimages.hepsiburada.net/s/136/550/110000088054418.jpg,Intel Celeron N4020,Windows 10 Home,https://www.hepsiburada.com/hometech-alfa-470c-intel-celeron-n4020-4gb-128gb-ssd-windows-10-home-14-1-hd-tasinabilir-bilgisayar-p-HBCV00000NCPM2,Hometech,ALFA 470C,"4,1",Hepsiburada
"Technopc Aura TI14N37 Intel Pentium N3710 4GB 128GB SSD Freedos 14"" Taşınabilir Bilgisayar TI14N37 ",4 GB,Yok,128 GB,14 inç,3.599,https://productimages.hepsiburada.net/s/97/550/110000040482515.jpg,Intel Pentium N3710,FreeDos,https://www.hepsiburada.com/technopc-aura-ti14n37-intel-pentium-n3710-4gb-128gb-ssd-freedos-14-tasinabilir-bilgisayar-ti14n37-p-HBV0000118SWW,Technopc,AURA TI14N37,"3,8",Hepsiburada
"Hp 255 G8 Amd Ryzen 7 5700U 8GB 512GB SSD Windows 10 Home 15.6"" FHD Taşınabilir Bilgisayar 4P3M4ES ",8 GB,Yok,512 GB,"15,6 inç",11.639,https://productimages.hepsiburada.net/s/151/550/110000107478083.jpg,AMD Ryzen 7 5700U,Windows 10 Home,https://www.hepsiburada.com/hp-255-g8-amd-ryzen-7-5700u-8gb-512gb-ssd-windows-10-home-15-6-fhd-tasinabilir-bilgisayar-4p3m4es-p-HBCV000013SS8O,HP,255 G8,"4,7",Hepsiburada
Lenovo V14 G2 ALC AMD Ryzen 5 5500U 8GB 512GB SSD Windows 10 Home 14'' FHD Taşınabilir Bilgisayar 82KC0002TX ,8 GB,Yok,512 GB,14 inç,11.479,https://productimages.hepsiburada.net/s/141/550/110000094580973.jpg,AMD Ryzen 5 5500U,Windows 10 Home,https://www.hepsiburada.com/lenovo-v14-g2-alc-amd-ryzen-5-5500u-8gb-512gb-ssd-windows-10-home-14-fhd-tasinabilir-bilgisayar-82kc0002tx-p-HBCV00000ZWF24,Lenovo,V14 G2 ALC,"4,7",Hepsiburada
"Asus X515EA-BQ1186 Intel Core I5 1135G7 8 GB Ddr4 256GB SSD Freedos 15.6"" FHD Taşınabilir Bilgisayar ",8 GB,Yok,256 GB,"15,6 inç",10.999,https://productimages.hepsiburada.net/s/264/550/110000248210246.jpg,Intel Core i5 1135G7,FreeDos,https://www.hepsiburada.com/asus-x515ea-bq1186-intel-core-i5-1135g7-8-gb-ddr4-256gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-p-HBCV00002Q82F3,Asus,X515EA-BQ1186,0,Hepsiburada
"Huawei Matebook D15 Intel Core i3 1115G4 8GB 256GB SSD Windows 11 Home 15.6"" Taşınabilir Bilgisayar ",8 GB,Yok,256 GB,"15,6 inç",10.998,https://productimages.hepsiburada.net/s/234/550/110000216623239.jpg,Intel Core i3 1115G4,Windows 11 Home,https://www.hepsiburada.com/huawei-matebook-d15-intel-core-i3-1115g4-8gb-256gb-ssd-windows-11-home-15-6-tasinabilir-bilgisayar-p-HBCV00002F55U1,Huawei,MATEBOOK D15,"4,9",Hepsiburada
"Lenovo V14 G2 Itl Intel Core I3 1115G4 12GB 1TB+256GB SSD 14"" Fhd Freedos Taşınabilir Dizüstü Bilgisayar 82KA001VTX-SNER2 ",12 GB,1 TB,256 GB,14 inç,10.449,https://productimages.hepsiburada.net/s/295/550/110000284737258.jpg,Intel Core i3 1115G4,FreeDos,https://www.hepsiburada.com/lenovo-v14-g2-itl-intel-core-i3-1115g4-12gb-1tb-256gb-ssd-14-fhd-freedos-tasinabilir-dizustu-bilgisayar-82ka001vtx-sner2-p-HBCV000031328I,Lenovo,V14 G2 ITL,0,Hepsiburada
"MSI GF63 Thin 11SC-035XTR Intel Core i5 11400H 8GB 512GB SSD GTX1650 Freedos 15.6"" FHD Taşınabilir Bilgisayar ",8 GB,Yok,512 GB,"15,6 inç",17.998,https://productimages.hepsiburada.net/s/129/550/110000079532652.jpg,Intel Core i5 11400H,FreeDos,https://www.hepsiburada.com/msi-gf63-thin-11sc-035xtr-intel-core-i5-11400h-8gb-512gb-ssd-gtx1650-freedos-15-6-fhd-tasinabilir-bilgisayar-p-HBCV00000TJJWL,MSI,GF63 THIN 11SC-035XTR,"4,6",Hepsiburada
"Asus Vivobook Pro 16X OLED M7600QC-L2045 AMD Ryzen 9 5900HX 16GB 512GB SSD RTX3050 Freedos 16"" Taşınabilir Bilgisayar ",16 GB,Yok,512 GB,16 inç,27.998,https://productimages.hepsiburada.net/s/280/550/110000267000241.jpg,AMD Ryzen 9 5900HX,FreeDos,https://www.hepsiburada.com/asus-vivobook-pro-16x-oled-m7600qc-l2045-amd-ryzen-9-5900hx-16gb-512gb-ssd-rtx3050-freedos-16-tasinabilir-bilgisayar-p-HBCV000022YGWQ,Asus,VIVOBOOK PRO 16X OLED M7600QC-L2045,"5,0",Hepsiburada
"MSI Crosshair 17 B12UGZ 298xTR Intel Core i7 12700H 16 GB 1 TB SSD RTX3070 Freedos 17.3"" FHD Taşınabilir Bilgisayar ",16 GB,Yok,1 TB,"17,3 inç",49.42,https://productimages.hepsiburada.net/s/229/550/110000210839536.jpg,Intel Core i7 12700H,FreeDos,https://www.hepsiburada.com/msi-crosshair-17-b12ugz-298xtr-intel-core-i7-12700h-16-gb-1-tb-ssd-rtx3070-freedos-17-3-fhd-tasinabilir-bilgisayar-p-HBCV000027LTHJ,MSI,CROSSHAIR 17 B12UGZ 298XTR,"4,8",Hepsiburada
"Apple MacBook Air M2 Çip 8GB 256GB SSD macOS 13"" Taşınabilir Bilgisayar Uzay Grisi MLXW3TU/A ",8 GB,Yok,256 GB,13 inç,24.704,https://productimages.hepsiburada.net/s/237/550/110000220869765.jpg,Apple M2 Apple M2,MacOs,https://www.hepsiburada.com/apple-macbook-air-m2-cip-8gb-256gb-ssd-macos-13-tasinabilir-bilgisayar-uzay-grisi-mlxw3tu-a-p-HBCV00002GNKNT,Apple,MACBOOK AIR,"5,0",Hepsiburada
"Lenovo V15-ITL Intel Core i5 1135G7 4 GB 256 GB SSD Freedos 15.6"" FHD Taşınabilir Bilgisayar 82KB000STX ",4 GB,Yok,256 GB,"15,6 inç",10.859,https://productimages.hepsiburada.net/s/127/550/110000077035714.jpg,Intel Core i5 1135G7,FreeDos,https://www.hepsiburada.com/lenovo-v15-itl-intel-core-i5-1135g7-4-gb-256-gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82kb000stx-p-HBCV00000S95KM,Lenovo,V15-ITL,"4,7",Hepsiburada
Lenovo Thinkpad E15 Gen 3 Amd Ryzen 7 5700U 16GB 512GB SSD Freedos 15.6'' Taşınabilir Bilgisayar 20YG004FTX006 ,16 GB,Yok,512 GB,"15,6 inç",16.499,https://productimages.hepsiburada.net/s/113/550/110000060356132.jpg,AMD Ryzen 7 5700U,FreeDos,https://www.hepsiburada.com/lenovo-thinkpad-e15-gen-3-amd-ryzen-7-5700u-16gb-512gb-ssd-freedos-15-6-tasinabilir-bilgisayar-20yg004ftx006-p-HBCV00000MJTYP,Lenovo,THINKPAD E15 GEN 3,"5,0",Hepsiburada
"Hp 15-DW4010NTA4 Intel Core I5 1235U 16GB 512GB SSD Freedos 15.6"" Fhd Taşınabilir Bilgisayar 6Y7Z9EAA4 ",16 GB,Yok,512 GB,"15,6 inç",12.798,https://productimages.hepsiburada.net/s/285/550/110000274382531.jpg,Intel Core i5 1235U,FreeDos,https://www.hepsiburada.com/hp-15-dw4010nta4-intel-core-i5-1235u-16gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-6y7z9eaa4-p-HBCV00002XX04W,HP,15-DW4010NTA4,0,Hepsiburada
Lenovo Ideapad I5-10210U 8 GB 256 GB SSD 15.6 Inç Fhd W11H Gri Taşınabilir Bilgisayar 81WB01EJTX ,8 GB,Yok,256 GB,"15,6 inç",10.999,https://productimages.hepsiburada.net/s/264/550/110000248436317.jpg,Intel Core i5 10210U,Windows 11 Home,https://www.hepsiburada.com/lenovo-ideapad-i5-10210u-8-gb-256-gb-ssd-15-6-inc-fhd-w11h-gri-tasinabilir-bilgisayar-81wb01ejtx-p-HBCV00002QANIR,Lenovo,IDEAPAD ,0,Hepsiburada
"Dell Inspiron 15 3511 Intel Core i5 1135G7 8GB 256GB SSD 15.6"" Ubuntu Taşınabilir Bilgisayar I3511122U ",8 GB,Yok,256 GB,"15,6 inç",11.989,https://productimages.hepsiburada.net/s/191/550/110000158540036.jpg,Intel Core i5 1135G7,Ubuntu,https://www.hepsiburada.com/dell-inspiron-15-3511-intel-core-i5-1135g7-8gb-256gb-ssd-15-6-ubuntu-tasinabilir-bilgisayar-i3511122u-p-HBCV00001TZ96B,Dell,INSPIRON 15 3511,"4,5",Hepsiburada
"Lenovo V14 Amd Ryzen 5 5500U 8GB 256GB SSD Windows 10 Home 14"" FHD Taşınabilir Bilgisayar 82KC0009TX ",8 GB,Yok,256 GB,14 inç,9.999,https://productimages.hepsiburada.net/s/83/550/110000025368893.jpg,AMD Ryzen 5 5500U,Windows 10 Home,https://www.hepsiburada.com/lenovo-v14-amd-ryzen-5-5500u-8gb-256gb-ssd-windows-10-home-14-fhd-tasinabilir-bilgisayar-82kc0009tx-p-HBCV000008YQB5,Lenovo,V14,"4,6",Hepsiburada
"Acer Nitro 5 AN515-45 Amd Ryzen 7 5800H 16 GB 512 GB SSD Rtx 3050TI Freedos 15.6"" Fhd 144 Hz Taşınabilir Bilgisayar NH.QBBEY.001 ",16 GB,Yok,512 GB,"15,6 inç",20.949,https://productimages.hepsiburada.net/s/264/550/110000248531323.jpg,AMD Ryzen 7 5800H,FreeDos,https://www.hepsiburada.com/acer-nitro-5-an515-45-amd-ryzen-7-5800h-16-gb-512-gb-ssd-rtx-3050ti-freedos-15-6-fhd-144-hz-tasinabilir-bilgisayar-nh-qbbey-001-p-HBCV00002QBQ8I,Acer,NITRO 5 AN515-45,0,Hepsiburada
"Honor Magicbook 14 Amd Ryzen 5 5500U 8GB 512GB SSD W10 Home 14"" FHD Taşınabilir Bilgisayar ",8 GB,Yok,512 GB,14 inç,10.999,https://productimages.hepsiburada.net/s/175/550/110000139221527.jpg,AMD Ryzen 5 5500U,Windows 10 Home,https://www.hepsiburada.com/honor-magicbook-14-amd-ryzen-5-5500u-8gb-512gb-ssd-w10-home-14-fhd-tasinabilir-bilgisayar-p-HBCV00001FT7KU,HONOR,MAGICBOOK 14,"5,0",Hepsiburada
Asus Expertbook P1412CEA-EK0153W I3-1115G4 8 GB Ram 256 GB SSD 14'' Fullhd W11 Dizüstü Bilgisayar ,8 GB,256 GB,256 GB,14 inç,8.412,https://productimages.hepsiburada.net/s/295/550/110000284853914.jpg,Intel Core i3 1115G4,Windows 11 Home,https://www.hepsiburada.com/asus-expertbook-p1412cea-ek0153w-i3-1115g4-8-gb-ram-256-gb-ssd-14-fullhd-w11-dizustu-bilgisayar-p-HBCV000031458Q,Asus,EXPERTBOOK P1412CEA-EK0153W ,0,Hepsiburada
"Huawei Matebook D 16 AMD Ryzen 5 4600H 16GB 512GB SSD Windows 10 Home 16.1"" FHD Taşınabilir Bilgisayar ",16 GB,Yok,512 GB,"16,1 inç",20.799,https://productimages.hepsiburada.net/s/60/550/110000001128425.jpg,AMD Ryzen 5 4600H,Windows 10 Home,https://www.hepsiburada.com/huawei-matebook-d-16-amd-ryzen-5-4600h-16gb-512gb-ssd-windows-10-home-16-1-fhd-tasinabilir-bilgisayar-p-HBCV000000CC8N,Huawei,MATEBOOK D 16,"4,7",Hepsiburada
"Hometech Alfa 470C Intel Celeron N4020 4GB 128GB SSD Windows 10 Home 14.1"" Hd Gold Taşınabilir Bilgisayar ",4 GB,Yok,128 GB,"14,1 inç",3.699,https://productimages.hepsiburada.net/s/206/550/110000182831041.jpg,Intel Celeron N4020,Windows 10 Home,https://www.hepsiburada.com/hometech-alfa-470c-intel-celeron-n4020-4gb-128gb-ssd-windows-10-home-14-1-hd-gold-tasinabilir-bilgisayar-p-HBCV000022XG51,Hometech,ALFA 470C,"4,3",Hepsiburada
"HP Envy 13-BA1002NT Intel Core i5-1135G7 8GB RAM 512GB SSD Intel Irisx Windows 10 Home 13.3"" FHD Taşınabilir Bilgisayar Siyah 4H0T9EA ",8 GB,Yok,512 GB,"13,3 inç",12.829,https://productimages.hepsiburada.net/s/150/550/110000105573797.jpg,Intel Core i5 1135G7,Windows 10 Home,https://www.hepsiburada.com/hp-envy-13-ba1002nt-intel-core-i5-1135g7-8gb-ram-512gb-ssd-intel-irisx-windows-10-home-13-3-fhd-tasinabilir-bilgisayar-siyah-4h0t9ea-p-HBCV000013B5NQ,HP,ENVY 13-BA1002NT,"4,8",Hepsiburada
